SERIAL,PERSON NUMBERS,PERSON 1 DESCRIPTION,RELATIONSHIP DESCRIPTION,HOUSEHOLD DESCRIPTION,OTHER PERSON DESCRIPTIONS,group_id,day_index,hour_index,_household_size,_segment,_serial_num,_reused,status,posted_at,error,uri,cid,thread_post_count
122243,"1,2,3,4,5,6,7,8",I am a 38-year-old man. I was born in California. I speak spanish. My ancestry is mexican. I am a first-line office and administrative support supervisor. I made $80k last year. I drive to work. I leave for work at around 8:02 am. It takes me about 25 minutes to get to work.,"I live with my wife, 2 sons and my daughter, my mother, my father-in-law, and my female roommate.","We live in the los angeles-long beach-anaheim, California area. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,600 - 3,699.","My wife is 34 years old. She was born in California. Her ancestry is filipino. She is a dental and ophthalmic laboratory technician and medical appliance technician. She made $12k last year. She leaves for work at around 9:02 am. It takes her about 30 minutes to get to work. My mother is 65 years old. She was naturalized as a citizen in 1997. She was born in mexico. She speaks spanish. Her ancestry is mexican. She was a maid and housekeeping cleaner. She is not in the work force anymore, she had a income of $4k last year. My father-in-law is 67 years old. He was born in California. He speaks spanish. His ancestry is mexican. He is not in the work force anymore, he had a income of $570 last year. My female roommate is 30 years old. She was born in California. She is a library assistant, clerical. She made $35k last year. She leaves for work at around 12:15 am. It takes her about 20 minutes to get to work. My 1st son is 15 years old. He was born in California. His ancestry is mexican. He did not have personal income last year. My daughter is 10 years old. She was born in California. Her ancestry is mexican. My 2nd son is 8 years old. He was born in California. His ancestry is mexican.",611,611,3,8,size_8_plus,122243,0,,,,,,
9943,1,"I am a 70-year-old woman. I am divorced. I have been married more than twice. I was born in Alabama. My ancestry is french. I am not in the work force anymore, my income was $10.8k last year.",I live alone.,"I live in the birmingham, Alabama area. I live in a house built in the 1970s with 3 bedrooms. I own my home.",,611,611,4,1,size_1,9943,0,,,,,,
1513007,"1,2,3,4,5","I am a 47-year-old man. I was born in Minnesota. My ancestry is german. I am a laborer and freight, stock, and material mover, hand. I made $45k last year. I studied general business in college. I drive to work. I leave for work at around 5:47 am. It takes me about 45 minutes to get to work.",I live with my wife and 2 sons and my daughter.,"We live in the oshkosh-neenah, Wisconsin area. We live in a house built before 1939 with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,000 - 2,099; we also have a 2nd mortgage.",My wife is 43 years old. She was born in Pennsylvania. Her ancestry is german. She is a data entry keyer. She made $26.4k last year. She studied theology and religious vocations. My 1st son is 15 years old. He was born in Illinois. His ancestry is german. He made $1k last year. My 2nd son is 13 years old. He was born in Illinois. His ancestry is german. My daughter is 8 years old. She was born in Wisconsin. Her ancestry is german.,611,611,5,5,size_5_7,1513007,0,,,,,,
1525259,1,"I am a 69-year-old woman. I was widowed. I was born in Wisconsin. My ancestry is german. I am not in the work force anymore, my income was $47k last year.",I live alone.,"I live in Wisconsin. I live in a house built in the 1980s with 2 bedrooms. I own my home. My annual property taxes are $ 1,700 - 1,799.",,611,611,6,1,size_1,1525259,0,,,,,,
21914,"1,2,3,4,5,6",I am a 42-year-old woman. I have been married more than once. I was born in Alabama. My ancestry is black. I am a interviewer. I made $45k last year. I studied business management and administration in college. I drive to work. I leave for work at around 2:15 am. It takes me about 45 minutes to get to work.,"I live with my husband, 2 daughters, my grandson, and my father.","We live in the mobile, Alabama area. We live in a house built in the 2010s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 2,000 - 2,099.","My husband is 43 years old. He was born in Alabama. His ancestry is black. He made $3.1k last year. My father is 70 years old. He was born in Alabama. He is not in the work force anymore, he had a income of $11.2k last year. My 1st daughter is 24 years old. She was born in Alabama. She is a stocker and order filler. She made $940 last year. My 2nd daughter is 20 years old. She was born in Alabama. She is a entertainment attendant. She made $330 last year. He was born in Alabama.",611,611,7,6,size_5_7,21914,0,,,,,,
9944,1,"I am a 66-year-old woman. I am separated. I was born in Alabama. I am not in the work force anymore, my income was $11k last year.",I live alone.,"I live in the decatur, Alabama area. I live in a house built in the 1970s with 3 bedrooms. I rent.",,611,611,8,1,size_1,9944,0,,,,,,
1513020,"1,2,3,4,5",I am a 33-year-old woman. I was born in Minnesota. I am a customer service representative. I made $42k last year. I work from home.,"I live with my husband, my daughter, and 2 stepsons.","We live in Wisconsin. We live in a house built around 1990 with 5 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 3,800 - 3,899; we also have a 2nd mortgage.",My husband is 42 years old. He was born in Minnesota. He works as a truck driver. He made $60k last year. He leaves for work at around 5:02 am. It takes him about 45 minutes to get to work. My 1st stepson is 17 years old. He was born in Minnesota. He works as a cleaner of vehicles and equipment. He made $10k last year. He leaves for work at around 4:05 pm. It takes him about 30 minutes to get to work. My 2nd stepson is 14 years old. He was born in Iowa. My daughter is 12 years old. She was born in Minnesota.,611,611,9,5,size_5_7,1513020,0,,,,,,
1525253,1,I am a 65-year-old man. I am divorced. I was born in Washington. My ancestry is english. I am a wholesale and manufacturing sales representative. I made $160k last year. I studied economics in college. I work from home.,I live alone.,"I live in the milwaukee-waukesha, Wisconsin area. I live in a 5-9 family building built in the 2010s with 2 bedrooms. I rent.",,611,611,10,1,size_1,1525253,0,,,,,,
21901,"1,2,3,4,5,6",I am a 52-year-old man. I was born in Alabama. I am a automotive service technician and mechanic. I made $38k last year. I drive to work. I leave for work at around 7:17 am. It takes me about 20 minutes to get to work.,I live with my wife and 3 sons and my daughter.,"We live in the dothan, Alabama area. We live in a house built in the 1970s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 100 - 149; we also have a 2nd mortgage.",My wife is 53 years old. She has trouble with her vision. She was born in Florida. She did not have personal income last year. My daughter is 23 years old. She was born in Alabama. She is a pharmacy aide. She made $12k last year. She studied nursing. She leaves for work at around 7:32 am. It takes her about 6 minutes to get to work. My 1st son is 20 years old. He was born in Alabama. He works as a receptionist. He made $19k last year. He leaves for work at around 5:02 am. It takes him about 8 minutes to get to work. My 2nd son is 17 years old. He was born in Alabama. He have been looking for work. He works as a cashier. He made $2.4k last year. He leaves for work at around 7:17 am. It takes him about 20 minutes to get to work. My 3rd son is 17 years old. He was born in Alabama. He have been looking for work. He works as a cook. He made $1.6k last year.,611,611,11,6,size_5_7,21901,0,,,,,,
8631,"1,2","I am a 77-year-old man. I am a veteran. I was born in Alabama. My ancestry is english. I am not in the work force anymore, my income was $53.7k last year. I studied miscellaneous education in college.",I live with my wife.,"We live in Alabama. We live in a house built in the 1980s with 3 bedrooms. We own our home. Our annual property taxes are $ 1,000 - 1,099.","My wife is 77 years old. She was born in Alabama. Her ancestry is english. She is not in the work force anymore, she had a income of $53.6k last year. She studied secondary teacher education.",611,611,12,2,size_2,8631,0,,,,,,
1523232,"1,2,3,4",I am a 44-year-old woman. I was born in Ohio. I speak miao. My ancestry is hmong. I am a clinical laboratory technologist and technician. I made $57k last year. I drive to work. I leave for work at around 8:45 pm. It takes me about 3 minutes to get to work.,I live with my husband and my son and my daughter.,"We live in Wisconsin. We live in a house built in the 1950s with 3 bedrooms. We used a mortgage to buy our home. Our annual property taxes are $ 1,900 - 1,999.",My husband is 44 years old. He was naturalized as a citizen in 2020. He was born in thailand. He speaks miao. His ancestry is hmong. He works as a taxi driver. He made $90k last year. He leaves for work at around 4:15 am. It takes him about 30 minutes to get to work. My son is 18 years old. He was born in Wisconsin. His ancestry is hmong. He have been looking for work. He works as a stocker and order filler. He made $10k last year. My daughter is 14 years old. She was born in Wisconsin. Her ancestry is hmong.,611,611,13,4,size_3_4,1523232,0,,,,,,
1526890,"1,2",I am a 66-year-old man. I was born in Wisconsin. My ancestry is german. I am a insulation worker. I made $60k last year. I walk to work. I leave for work at around 7:02 am.,I live with my wife.,"We live in the milwaukee-waukesha, Wisconsin area. We live in a house built in the 1960s with 2 bedrooms. We own our home. Our annual property taxes are $ 3,500 - 3,599.",My wife is 66 years old. She was born in Wisconsin. Her ancestry is german. She is a chief executive and legislator. She made $494k last year. She leaves for work at around 7:02 am. It takes her about 2 minutes to get to work.,611,611,14,2,size_2,1526890,0,,,,,,
11108,"1,2,3,4",I am a 31-year-old woman. I was born in Tennessee. I am a food service manager. I made $20k last year. I drive to work. I leave for work at around 7:32 am. It takes me about 10 minutes to get to work.,I live with my husband and 2 daughters.,We live in Alabama. We live in a mobile home or trailer built in the 1970s with 4 bedrooms. We own our home.,My husband is 33 years old. He was born in Louisiana. He works as a security guard and gaming surveillance officer. He made $9k last year. He leaves for work at around 5:02 am. It takes him about 3 minutes to get to work. My 1st daughter is 12 years old. She was born in Alabama. My 2nd daughter is 10 years old. She was born in Alabama.,611,611,15,4,size_3_4,11108,0,,,,,,
